,alpha,beta,gamma,tau,scf_bc,nn_scf_bc
10,4.0,0.4,8.0,0.2,2.528308136,2.3235252
11,13.0,0.4,8.0,0.2,2.38986435,2.4158351
12,22.0,0.4,8.0,0.2,2.424985628,2.5298548
13,31.0,0.4,8.0,0.2,2.460195647,2.555781
14,40.0,0.4,8.0,0.2,2.495259983,2.5925295
15,4.0,0.5,8.0,0.2,2.365844703,2.2566357
16,13.0,0.5,8.0,0.2,2.125470347,2.116634
17,22.0,0.5,8.0,0.2,2.158840477,2.1998675
18,31.0,0.5,8.0,0.2,2.194878732,2.2380655
19,40.0,0.5,8.0,0.2,2.230950707,2.2780275
20,4.0,0.6,8.0,0.2,2.14993561,2.150302
21,13.0,0.6,8.0,0.2,1.934011441,1.9584861
22,22.0,0.6,8.0,0.2,1.96952085,1.9948622
23,31.0,0.6,8.0,0.2,2.010778853,2.0331671
24,40.0,0.6,8.0,0.2,2.052182343,2.119612
25,4.0,0.7,8.0,0.2,1.966784063,1.8712658
26,13.0,0.7,8.0,0.2,1.833948885,1.9510614
27,22.0,0.7,8.0,0.2,1.87278862,1.9271736
28,31.0,0.7,8.0,0.2,1.916724267,1.9883223
29,40.0,0.7,8.0,0.2,1.961828623,2.1214015
30,4.0,0.2,14.0,0.2,3.477316036,3.2054286
31,13.0,0.2,14.0,0.2,3.632850623,3.4636092
32,22.0,0.2,14.0,0.2,3.646516147,3.459916
33,31.0,0.2,14.0,0.2,3.659492633,3.4476018
34,40.0,0.2,14.0,0.2,3.67165596,3.3852735
35,4.0,0.3,14.0,0.2,2.848218587,2.8227742
36,13.0,0.3,14.0,0.2,2.637735926,2.597969
37,22.0,0.3,14.0,0.2,2.647608116,2.6093433
38,31.0,0.3,14.0,0.2,2.657208095,2.6404262
39,40.0,0.3,14.0,0.2,2.666683026,2.6715083
40,4.0,0.4,14.0,0.2,3.010496173,2.728163
41,13.0,0.4,14.0,0.2,2.417801337,2.3303225
42,22.0,0.4,14.0,0.2,2.420737122,2.3638084
43,31.0,0.4,14.0,0.2,2.428253633,2.403216
44,40.0,0.4,14.0,0.2,2.435516639,2.4475307
45,4.0,0.5,14.0,0.2,2.866753809,2.685764
46,13.0,0.5,14.0,0.2,2.23560404,2.1031048
47,22.0,0.5,14.0,0.2,2.226166296,2.148858
48,31.0,0.5,14.0,0.2,2.232900348,2.19473
49,40.0,0.5,14.0,0.2,2.239700608,2.2432456
50,4.0,0.6,14.0,0.2,2.466435097,2.2886825
51,13.0,0.6,14.0,0.2,2.011885262,1.9557619
52,22.0,0.6,14.0,0.2,2.000140438,1.989949
53,31.0,0.6,14.0,0.2,2.003372079,2.0270612
54,40.0,0.6,14.0,0.2,2.011735793,2.065333
55,4.0,0.7,14.0,0.2,2.199397697,1.9208744
56,13.0,0.7,14.0,0.2,2.038750345,2.0559437
57,22.0,0.7,14.0,0.2,1.959008375,1.9447771
58,31.0,0.7,14.0,0.2,1.953474863,1.9542177
59,40.0,0.7,14.0,0.2,1.957778142,2.0219016
60,4.0,0.2,20.0,0.2,3.702589098,3.3392773
61,13.0,0.2,20.0,0.2,3.853950744,3.4741282
62,22.0,0.2,20.0,0.2,3.866241316,3.4376388
63,31.0,0.2,20.0,0.2,3.868676438,3.4201992
64,40.0,0.2,20.0,0.2,3.870291937,3.470478
65,4.0,0.3,20.0,0.2,3.492706006,3.2162967
66,13.0,0.3,20.0,0.2,2.855785854,2.6723647
67,22.0,0.3,20.0,0.2,2.860495107,2.6571283
68,31.0,0.3,20.0,0.2,2.859751014,2.6895514
69,40.0,0.3,20.0,0.2,2.858610497,2.7265968
70,4.0,0.4,20.0,0.2,3.48521323,3.1820946
71,13.0,0.4,20.0,0.2,2.396224338,2.3262808
72,22.0,0.4,20.0,0.2,2.378456499,2.3577828
73,31.0,0.4,20.0,0.2,2.376089603,2.3937855
74,40.0,0.4,20.0,0.2,2.37358958,2.4368968
75,4.0,0.5,20.0,0.2,3.094200179,2.9454277
76,13.0,0.5,20.0,0.2,2.117191085,2.0952322
77,22.0,0.5,20.0,0.2,2.088519085,2.1379495
78,31.0,0.5,20.0,0.2,2.080038607,2.1836796
79,40.0,0.5,20.0,0.2,2.075070879,2.2312891
80,4.0,0.6,20.0,0.2,2.649929175,2.4229546
81,13.0,0.6,20.0,0.2,2.090495541,2.028017
82,22.0,0.6,20.0,0.2,1.95201787,1.96049
83,31.0,0.6,20.0,0.2,1.926986937,1.9725823
84,40.0,0.6,20.0,0.2,1.917301623,1.9847374
85,4.0,0.7,20.0,0.2,2.150508632,1.9227508
86,13.0,0.7,20.0,0.2,2.213261941,2.1649714
87,22.0,0.7,20.0,0.2,1.87885174,1.9285061
88,31.0,0.7,20.0,0.2,1.854233165,1.8318317
89,40.0,0.7,20.0,0.2,1.83252207,1.8516458
90,4.0,0.2,26.0,0.2,4.002388841,3.776028
91,13.0,0.2,26.0,0.2,4.044201497,3.6513174
92,22.0,0.2,26.0,0.2,4.071386098,3.653573
93,31.0,0.2,26.0,0.2,4.06861837,3.672883
94,40.0,0.2,26.0,0.2,4.066269035,3.737899
95,4.0,0.3,26.0,0.2,4.268743662,3.7145355
96,13.0,0.3,26.0,0.2,3.061295654,2.846759
97,22.0,0.3,26.0,0.2,3.069069521,2.8109815
98,31.0,0.3,26.0,0.2,3.061982691,2.8271034
99,40.0,0.3,26.0,0.2,3.054224044,2.860729
100,4.0,0.4,26.0,0.2,3.877291149,3.638943
101,13.0,0.4,26.0,0.2,2.292242571,2.3380353
102,22.0,0.4,26.0,0.2,2.254731178,2.353321
103,31.0,0.4,26.0,0.2,2.245379973,2.3729877
104,40.0,0.4,26.0,0.2,2.236198995,2.3869808
105,4.0,0.5,26.0,0.2,3.29576312,3.0662558
106,13.0,0.5,26.0,0.2,2.053110239,2.0042894
107,22.0,0.5,26.0,0.2,1.990543464,2.0078871
108,31.0,0.5,26.0,0.2,1.96359788,2.0303237
109,40.0,0.5,26.0,0.2,1.94951052,2.0528514
110,4.0,0.6,26.0,0.2,2.546256818,2.3400404
111,13.0,0.6,26.0,0.2,2.078778622,2.0480864
112,22.0,0.6,26.0,0.2,1.820156059,1.8337092
113,31.0,0.6,26.0,0.2,1.780829592,1.7810037
114,40.0,0.6,26.0,0.2,1.756197952,1.7764103
115,4.0,0.7,26.0,0.2,1.941026353,1.8546103
116,13.0,0.7,26.0,0.2,2.405068077,2.2611396
117,22.0,0.7,26.0,0.2,1.747092205,1.8734585
118,31.0,0.7,26.0,0.2,1.713016835,1.7426655
119,40.0,0.7,26.0,0.2,1.673612457,1.6879343
120,4.0,0.2,32.0,0.2,4.553598046,4.292586
121,13.0,0.2,32.0,0.2,4.397287302,3.9347954
122,22.0,0.2,32.0,0.2,4.44911001,3.9541059
123,31.0,0.2,32.0,0.2,4.445255385,3.973416
124,40.0,0.2,32.0,0.2,4.435969482,4.0091963
125,4.0,0.3,32.0,0.2,4.959738281,4.1764417
126,13.0,0.3,32.0,0.2,3.088439932,2.9560726
127,22.0,0.3,32.0,0.2,3.090647056,2.8936214
128,31.0,0.3,32.0,0.2,3.078050758,2.9023004
129,40.0,0.3,32.0,0.2,3.065515825,2.960131
130,4.0,0.4,32.0,0.2,4.342926632,3.7108293
131,13.0,0.4,32.0,0.2,2.254155363,2.1782415
132,22.0,0.4,32.0,0.2,2.194022608,2.1297896
133,31.0,0.4,32.0,0.2,2.176022217,2.14341
134,40.0,0.4,32.0,0.2,2.160276043,2.1576104
135,4.0,0.5,32.0,0.2,3.297953883,3.0479367
136,13.0,0.5,32.0,0.2,1.937763276,1.9586985
137,22.0,0.5,32.0,0.2,1.802245876,1.7911415
138,31.0,0.5,32.0,0.2,1.757676122,1.8028845
139,40.0,0.5,32.0,0.2,1.736217522,1.8216
140,4.0,0.6,32.0,0.2,2.419191677,2.2402122
141,13.0,0.6,32.0,0.2,2.194001911,2.1411777
142,22.0,0.6,32.0,0.2,1.710060711,1.7686791
143,31.0,0.6,32.0,0.2,1.665054412,1.6234375
144,40.0,0.6,32.0,0.2,1.625239097,1.5759315
145,4.0,0.7,32.0,0.2,1.711379091,1.7758718
146,13.0,0.7,32.0,0.2,2.718858568,2.3136048
147,22.0,0.7,32.0,0.2,1.710085862,1.7520256
148,31.0,0.7,32.0,0.2,1.647098171,1.6129588
149,40.0,0.7,32.0,0.2,1.142760276,1.5004587
150,4.0,0.2,8.0,0.4,1.588702562,1.5212611
151,13.0,0.2,8.0,0.4,1.491398746,1.521848
152,22.0,0.2,8.0,0.4,1.533707737,1.5623763
153,31.0,0.2,8.0,0.4,1.576870745,1.6156713
154,40.0,0.2,8.0,0.4,1.619786461,1.6617817
155,4.0,0.3,8.0,0.4,1.694652331,1.5895336
156,13.0,0.3,8.0,0.4,1.582909481,1.5675358
157,22.0,0.3,8.0,0.4,1.651647405,1.6380984
158,31.0,0.3,8.0,0.4,1.721168417,1.7605501
159,40.0,0.3,8.0,0.4,1.790723448,1.8179904
160,4.0,0.4,8.0,0.4,1.824943113,1.7037662
161,13.0,0.4,8.0,0.4,1.626172314,1.6564074
162,22.0,0.4,8.0,0.4,1.719807881,1.8065456
163,31.0,0.4,8.0,0.4,1.813752672,1.9673799
164,40.0,0.4,8.0,0.4,1.907852767,2.1028016
165,4.0,0.5,8.0,0.4,2.024755162,1.7867967
166,13.0,0.5,8.0,0.4,1.67059691,1.6374167
167,22.0,0.5,8.0,0.4,1.794189421,1.7813735
168,31.0,0.5,8.0,0.4,1.918774987,1.9244708
169,40.0,0.5,8.0,0.4,2.043648707,2.0498633
170,4.0,0.6,8.0,0.4,2.117728323,1.9445611
171,13.0,0.6,8.0,0.4,1.668335856,1.649957
172,22.0,0.6,8.0,0.4,1.822008263,1.8225502
173,31.0,0.6,8.0,0.4,1.9780893,1.9339386
174,40.0,0.6,8.0,0.4,2.134499778,2.0784233
175,4.0,0.7,8.0,0.4,2.120593459,2.0087745
176,13.0,0.7,8.0,0.4,1.698046169,1.7259133
177,22.0,0.7,8.0,0.4,1.88120146,1.842701
178,31.0,0.7,8.0,0.4,2.069419573,2.0196502
179,40.0,0.7,8.0,0.4,2.257955589,2.2342677
180,4.0,0.2,14.0,0.4,2.009410167,1.9982471
181,13.0,0.2,14.0,0.4,1.83621442,1.8482257
182,22.0,0.2,14.0,0.4,1.861197155,1.8259867
183,31.0,0.2,14.0,0.4,1.890199423,1.8355066
184,40.0,0.2,14.0,0.4,1.919387733,1.8875384
185,4.0,0.3,14.0,0.4,2.24116143,2.2689574
186,13.0,0.3,14.0,0.4,1.988290012,2.0856524
187,22.0,0.3,14.0,0.4,2.02421848,2.102544
188,31.0,0.3,14.0,0.4,2.065704118,2.1486084
189,40.0,0.3,14.0,0.4,2.107056145,2.169174
190,4.0,0.4,14.0,0.4,2.585914935,2.4270835
191,13.0,0.4,14.0,0.4,1.917131302,1.9460937
192,22.0,0.4,14.0,0.4,1.96753234,1.9906604
193,31.0,0.4,14.0,0.4,2.025544838,2.0303671
194,40.0,0.4,14.0,0.4,2.083844592,2.0898905
195,4.0,0.5,14.0,0.4,2.811476091,2.487282
196,13.0,0.5,14.0,0.4,1.754770373,1.7478046
197,22.0,0.5,14.0,0.4,1.816805532,1.779021
198,31.0,0.5,14.0,0.4,1.891417532,1.854202
199,40.0,0.5,14.0,0.4,1.966563429,1.9788094
200,4.0,0.6,14.0,0.4,2.70780096,2.495574
201,13.0,0.6,14.0,0.4,1.6464204,1.6962209
202,22.0,0.6,14.0,0.4,1.717658918,1.7592564
203,31.0,0.6,14.0,0.4,1.811505438,1.8719153
204,40.0,0.6,14.0,0.4,1.905769778,1.9800273
205,4.0,0.7,14.0,0.4,2.471061014,2.4131558
206,13.0,0.7,14.0,0.4,1.63060878,1.6927173
207,22.0,0.7,14.0,0.4,1.716197839,1.7447195
208,31.0,0.7,14.0,0.4,1.824197307,1.820641
209,40.0,0.7,14.0,0.4,1.934242718,2.03674
210,4.0,0.2,20.0,0.4,2.528643408,2.416655
211,13.0,0.2,20.0,0.4,2.362245781,2.3283145
212,22.0,0.2,20.0,0.4,2.364092687,2.3643775
213,31.0,0.2,20.0,0.4,2.383145793,2.3489773
214,40.0,0.2,20.0,0.4,2.401270902,2.3779225
215,4.0,0.3,20.0,0.4,2.814737584,2.662204
216,13.0,0.3,20.0,0.4,2.344810498,2.293741
217,22.0,0.3,20.0,0.4,2.349813249,2.2795737
218,31.0,0.3,20.0,0.4,2.377783807,2.264563
219,40.0,0.3,20.0,0.4,2.4057851,2.2816758
220,4.0,0.4,20.0,0.4,3.232783939,2.968091
221,13.0,0.4,20.0,0.4,1.924154799,2.0029123
222,22.0,0.4,20.0,0.4,1.928083747,1.9858847
223,31.0,0.4,20.0,0.4,1.96724669,2.0196824
224,40.0,0.4,20.0,0.4,2.006451813,2.0641208
225,4.0,0.5,20.0,0.4,3.463492681,2.9789445
226,13.0,0.5,20.0,0.4,1.715358485,1.7407165
227,22.0,0.5,20.0,0.4,1.70761382,1.725978
228,31.0,0.5,20.0,0.4,1.758779621,1.746107
229,40.0,0.5,20.0,0.4,1.810138268,1.815814
230,4.0,0.6,20.0,0.4,3.095835823,2.7518835
231,13.0,0.6,20.0,0.4,1.583473185,1.5767851
232,22.0,0.6,20.0,0.4,1.578660829,1.575235
233,31.0,0.6,20.0,0.4,1.640444065,1.6277746
234,40.0,0.6,20.0,0.4,1.703754531,1.701794
235,4.0,0.7,20.0,0.4,2.554583515,2.4270034
236,13.0,0.7,20.0,0.4,1.572495518,1.5599031
237,22.0,0.7,20.0,0.4,1.55837728,1.5662489
238,31.0,0.7,20.0,0.4,1.618524916,1.6131743
239,40.0,0.7,20.0,0.4,1.687400529,1.7581519
240,4.0,0.2,26.0,0.4,3.071041524,2.9235177
241,13.0,0.2,26.0,0.4,2.924563758,2.7610343
242,22.0,0.2,26.0,0.4,2.907698152,2.8085349
243,31.0,0.2,26.0,0.4,2.920048587,2.815393
244,40.0,0.2,26.0,0.4,2.931970701,2.7394695
245,4.0,0.3,26.0,0.4,3.274095098,3.083424
246,13.0,0.3,26.0,0.4,2.296149799,2.350008
247,22.0,0.3,26.0,0.4,2.263003806,2.302949
248,31.0,0.3,26.0,0.4,2.282192298,2.2374265
249,40.0,0.3,26.0,0.4,2.301422213,2.2463493
250,4.0,0.4,26.0,0.4,3.845172133,3.3316815
251,13.0,0.4,26.0,0.4,1.818599276,1.9177876
252,22.0,0.4,26.0,0.4,1.752520649,1.8494726
253,31.0,0.4,26.0,0.4,1.778496157,1.8504664
254,40.0,0.4,26.0,0.4,1.804729569,1.8694304
255,4.0,0.5,26.0,0.4,3.909030836,3.231665
256,13.0,0.5,26.0,0.4,1.559596139,1.4970583
257,22.0,0.5,26.0,0.4,1.456257501,1.4753605
258,31.0,0.5,26.0,0.4,1.488779595,1.4960116
259,40.0,0.5,26.0,0.4,1.521775948,1.5320764
260,4.0,0.6,26.0,0.4,3.160079889,2.9342387
261,13.0,0.6,26.0,0.4,1.421254429,1.4070038
262,22.0,0.6,26.0,0.4,1.316056887,1.3843691
263,31.0,0.6,26.0,0.4,1.346318241,1.3902984
264,40.0,0.6,26.0,0.4,1.383467245,1.454912
265,4.0,0.7,26.0,0.4,2.475324568,2.3441837
266,13.0,0.7,26.0,0.4,1.583017421,1.5504245
267,22.0,0.7,26.0,0.4,1.413101219,1.386257
268,31.0,0.7,26.0,0.4,1.433833394,1.4305971
269,40.0,0.7,26.0,0.4,1.471918599,1.4753486
270,4.0,0.2,32.0,0.4,3.627113893,3.4414837
271,13.0,0.2,32.0,0.4,3.46290604,3.0012689
272,22.0,0.2,32.0,0.4,3.433264798,2.9959981
273,31.0,0.2,32.0,0.4,3.440400475,2.9907281
274,40.0,0.2,32.0,0.4,3.447593741,2.9854937
275,4.0,0.3,32.0,0.4,3.632878365,3.2370746
276,13.0,0.3,32.0,0.4,2.294959187,2.161353
277,22.0,0.3,32.0,0.4,2.209425221,2.120377
278,31.0,0.3,32.0,0.4,2.220343377,2.1075861
279,40.0,0.3,32.0,0.4,2.232925042,2.1189587
280,4.0,0.4,32.0,0.4,4.317617446,3.5511386
281,13.0,0.4,32.0,0.4,1.605645413,1.6950027
282,22.0,0.4,32.0,0.4,1.445146161,1.5958664
283,31.0,0.4,32.0,0.4,1.460629725,1.525122
284,40.0,0.4,32.0,0.4,1.515953272,1.540469
285,4.0,0.5,32.0,0.4,4.07160417,3.4431703
286,13.0,0.5,32.0,0.4,1.33066603,1.2394316
287,22.0,0.5,32.0,0.4,1.088190177,1.1103405
288,31.0,0.5,32.0,0.4,1.103585435,1.1522931
289,40.0,0.5,32.0,0.4,1.144286433,1.1897651
290,4.0,0.6,32.0,0.4,3.125370946,2.8014405
291,13.0,0.6,32.0,0.4,1.342114316,1.2822098
292,22.0,0.6,32.0,0.4,1.108084327,1.1404128
293,31.0,0.6,32.0,0.4,1.108960655,1.1464901
294,40.0,0.6,32.0,0.4,1.128000848,1.1560458
295,4.0,0.7,32.0,0.4,2.265258902,2.0720036
296,13.0,0.7,32.0,0.4,1.658715517,1.5061631
297,22.0,0.7,32.0,0.4,1.273290212,1.2245753
298,31.0,0.7,32.0,0.4,1.261184939,1.2529364
299,40.0,0.7,32.0,0.4,1.269088554,1.283147
300,4.0,0.2,8.0,0.6,1.165429281,1.1655535
301,13.0,0.2,8.0,0.6,0.9924221837,1.121869
302,22.0,0.2,8.0,0.6,0.9989987781,1.0811449
303,31.0,0.2,8.0,0.6,1.006042173,1.01498
304,40.0,0.2,8.0,0.6,1.012984347,1.00985
305,4.0,0.3,8.0,0.6,1.272008369,1.249443
306,13.0,0.3,8.0,0.6,1.045035151,1.109805
307,22.0,0.3,8.0,0.6,1.096210255,1.1071302
308,31.0,0.3,8.0,0.6,1.148449535,1.1526604
309,40.0,0.3,8.0,0.6,1.200917786,1.2220848
310,4.0,0.4,8.0,0.6,1.464718936,1.3765019
311,13.0,0.4,8.0,0.6,1.190407896,1.2063277
312,22.0,0.4,8.0,0.6,1.293151888,1.2975365
313,31.0,0.4,8.0,0.6,1.397600066,1.4395821
314,40.0,0.4,8.0,0.6,1.501990886,1.5288273
315,4.0,0.5,8.0,0.6,1.689147529,1.5111796
316,13.0,0.5,8.0,0.6,1.316734794,1.3438131
317,22.0,0.5,8.0,0.6,1.474376064,1.4662819
318,31.0,0.5,8.0,0.6,1.633556276,1.6111227
319,40.0,0.5,8.0,0.6,1.793071475,1.747695
320,4.0,0.6,8.0,0.6,1.88999239,1.6901516
321,13.0,0.6,8.0,0.6,1.445089789,1.4660021
322,22.0,0.6,8.0,0.6,1.667407687,1.6102816
323,31.0,0.6,8.0,0.6,1.891736551,1.8656629
324,40.0,0.6,8.0,0.6,2.116530943,2.1419706
325,4.0,0.7,8.0,0.6,2.000419502,1.9018731
326,13.0,0.7,8.0,0.6,1.553169252,1.5922941
327,22.0,0.7,8.0,0.6,1.841750047,1.8675264
328,31.0,0.7,8.0,0.6,2.133156527,2.0992575
329,40.0,0.7,8.0,0.6,2.425278602,2.3241491
330,4.0,0.2,14.0,0.6,1.344806593,1.2495122
331,13.0,0.2,14.0,0.6,0.970518817,1.0682007
332,22.0,0.2,14.0,0.6,0.9813639944,1.0486013
333,31.0,0.2,14.0,0.6,0.9996753141,1.0285974
334,40.0,0.2,14.0,0.6,1.018393942,1.0372953
335,4.0,0.3,14.0,0.6,1.702239423,1.6479284
336,13.0,0.3,14.0,0.6,1.262459502,1.2904189
337,22.0,0.3,14.0,0.6,1.299875518,1.2668307
338,31.0,0.3,14.0,0.6,1.347388921,1.2975489
339,40.0,0.3,14.0,0.6,1.395427512,1.4738126
340,4.0,0.4,14.0,0.6,2.021467326,1.8973949
341,13.0,0.4,14.0,0.6,1.367276813,1.4092462
342,22.0,0.4,14.0,0.6,1.436999973,1.4666431
343,31.0,0.4,14.0,0.6,1.519614179,1.5963494
344,40.0,0.4,14.0,0.6,1.602717744,1.6836488
345,4.0,0.5,14.0,0.6,2.360461391,2.133645
346,13.0,0.5,14.0,0.6,1.37410574,1.4112533
347,22.0,0.5,14.0,0.6,1.483609423,1.5448731
348,31.0,0.5,14.0,0.6,1.609273626,1.6604161
349,40.0,0.5,14.0,0.6,1.735692094,1.7806275
350,4.0,0.6,14.0,0.6,2.545270393,2.3259995
351,13.0,0.6,14.0,0.6,1.393039349,1.5173254
352,22.0,0.6,14.0,0.6,1.541831093,1.5979794
353,31.0,0.6,14.0,0.6,1.712897521,1.6800649
354,40.0,0.6,14.0,0.6,1.884733613,1.8980243
355,4.0,0.7,14.0,0.6,2.509298185,2.2888293
356,13.0,0.7,14.0,0.6,1.457680238,1.5303904
357,22.0,0.7,14.0,0.6,1.643018092,1.6207465
358,31.0,0.7,14.0,0.6,1.856118916,1.819878
359,40.0,0.7,14.0,0.6,2.070117521,2.0358138
360,4.0,0.2,20.0,0.6,1.832466481,1.6520711
361,13.0,0.2,20.0,0.6,1.393765293,1.3521408
362,22.0,0.2,20.0,0.6,1.377485968,1.3323251
363,31.0,0.2,20.0,0.6,1.39417368,1.3376153
364,40.0,0.2,20.0,0.6,2.097017263,1.3679447
365,4.0,0.3,20.0,0.6,2.159800335,2.0465403
366,13.0,0.3,20.0,0.6,1.588031013,1.6165873
367,22.0,0.3,20.0,0.6,1.581827371,1.6107665
368,31.0,0.3,20.0,0.6,1.620637506,1.6083915
369,40.0,0.3,20.0,0.6,1.65970946,1.687691
370,4.0,0.4,20.0,0.6,2.555822506,2.4496958
371,13.0,0.4,20.0,0.6,1.444886157,1.509075
372,22.0,0.4,20.0,0.6,1.454125391,1.4775741
373,31.0,0.4,20.0,0.6,1.524706515,1.5761226
374,40.0,0.4,20.0,0.6,1.595856274,1.7053558
375,4.0,0.5,20.0,0.6,2.900459891,2.616851
376,13.0,0.5,20.0,0.6,1.258744107,1.2997369
377,22.0,0.5,20.0,0.6,1.282275153,1.330275
378,31.0,0.5,20.0,0.6,1.38431391,1.4294559
379,40.0,0.5,20.0,0.6,1.486899819,1.5142817
380,4.0,0.6,20.0,0.6,2.882615572,2.532762
381,13.0,0.6,20.0,0.6,1.222102191,1.2398762
382,22.0,0.6,20.0,0.6,1.267268297,1.3177217
383,31.0,0.6,20.0,0.6,1.40590673,1.3961946
384,40.0,0.6,20.0,0.6,1.544969648,1.5695107
385,4.0,0.7,20.0,0.6,2.597534697,2.3744938
386,13.0,0.7,20.0,0.6,1.295879341,1.3352188
387,22.0,0.7,20.0,0.6,1.367514614,1.404184
388,31.0,0.7,20.0,0.6,1.530547927,1.5674628
389,40.0,0.7,20.0,0.6,1.695410312,1.737963
390,4.0,0.2,26.0,0.6,2.341330629,2.160503
391,13.0,0.2,26.0,0.6,1.889282377,1.7287017
392,22.0,0.2,26.0,0.6,1.832052221,1.717958
393,31.0,0.2,26.0,0.6,1.845407859,1.7345777
394,40.0,0.2,26.0,0.6,1.859992509,1.7614994
395,4.0,0.3,26.0,0.6,2.548333822,2.462955
396,13.0,0.3,26.0,0.6,1.769851218,1.7422562
397,22.0,0.3,26.0,0.6,1.698326275,1.7127935
398,31.0,0.3,26.0,0.6,1.731803192,1.6626496
399,40.0,0.3,26.0,0.6,1.765690048,1.6347295
400,4.0,0.4,26.0,0.6,3.015208852,2.7368555
401,13.0,0.4,26.0,0.6,1.333725852,1.3698518
402,22.0,0.4,26.0,0.6,1.242128322,1.2929083
403,31.0,0.4,26.0,0.6,1.303894841,1.2263081
404,40.0,0.4,26.0,0.6,1.366158632,1.3685455
405,4.0,0.5,26.0,0.6,3.323916746,2.9594913
406,13.0,0.5,26.0,0.6,1.069133413,1.0361348
407,22.0,0.5,26.0,0.6,0.9583008377,0.9526024
408,31.0,0.5,26.0,0.6,1.043464616,1.0541629
409,40.0,0.5,26.0,0.6,1.129234145,1.155909
410,4.0,0.6,26.0,0.6,3.091531664,2.6308997
411,13.0,0.6,26.0,0.6,1.067335156,0.9485089
412,22.0,0.6,26.0,0.6,0.9680556836,1.008789
413,31.0,0.6,26.0,0.6,1.078230947,1.0893607
414,40.0,0.6,26.0,0.6,1.189540155,1.145774
415,4.0,0.7,26.0,0.6,2.568664274,2.3425217
416,13.0,0.7,26.0,0.6,1.207501466,1.2249864
417,22.0,0.7,26.0,0.6,1.132976648,1.204034
418,31.0,0.7,26.0,0.6,1.251794969,1.2787867
419,40.0,0.7,26.0,0.6,1.377218185,1.4048272
420,4.0,0.2,32.0,0.6,2.690159459,2.7217536
421,13.0,0.2,32.0,0.6,2.227198463,2.1384177
422,22.0,0.2,32.0,0.6,2.126060427,2.1430871
423,31.0,0.2,32.0,0.6,2.134498576,2.0754678
424,40.0,0.2,32.0,0.6,2.145153799,2.0380945
425,4.0,0.3,32.0,0.6,2.831056524,2.641099
426,13.0,0.3,32.0,0.6,1.747913831,1.5943985
427,22.0,0.3,32.0,0.6,1.586914856,1.5516195
428,31.0,0.3,32.0,0.6,1.612892065,1.5104907
429,40.0,0.3,32.0,0.6,1.64180999,1.4645427
430,4.0,0.4,32.0,0.6,3.323042744,2.825087
431,13.0,0.4,32.0,0.6,1.065096677,1.0361277
432,22.0,0.4,32.0,0.6,0.8322884583,0.952885
433,31.0,0.4,32.0,0.6,0.8780674463,0.86883974
434,40.0,0.4,32.0,0.6,0.9285418009,0.8816564
435,4.0,0.5,32.0,0.6,3.655008139,2.9752479
436,13.0,0.5,32.0,0.6,0.8712289047,0.7714709
437,22.0,0.5,32.0,0.6,0.5855803554,0.67109936
438,31.0,0.5,32.0,0.6,0.6512442633,0.6700953
439,40.0,0.5,32.0,0.6,0.7226250392,0.8064917
440,4.0,0.6,32.0,0.6,3.051182603,2.5848863
441,13.0,0.6,32.0,0.6,0.918191019,0.86258537
442,22.0,0.6,32.0,0.6,0.6554499972,0.67190856
443,31.0,0.6,32.0,0.6,0.7333227185,0.7702851
444,40.0,0.6,32.0,0.6,0.8195410944,0.8622652
445,4.0,0.7,32.0,0.6,2.362188572,2.2533069
446,13.0,0.7,32.0,0.6,1.198289,1.1114135
447,22.0,0.7,32.0,0.6,0.9536596135,0.97350913
448,31.0,0.7,32.0,0.6,1.032258302,1.0476242
449,40.0,0.7,32.0,0.6,1.129286524,1.1943693
450,4.0,0.2,8.0,0.8,1.093563833,1.068852
451,13.0,0.2,8.0,0.8,0.880579204,0.9546856
452,22.0,0.2,8.0,0.8,0.8409118366,0.93118423
453,31.0,0.2,8.0,0.8,0.8011261115,0.8405765
454,40.0,0.2,8.0,0.8,0.7618009475,0.7460083
455,4.0,0.3,8.0,0.8,1.032474165,1.0006067
456,13.0,0.3,8.0,0.8,0.7119633919,0.77852845
457,22.0,0.3,8.0,0.8,0.7143567161,0.78773993
458,31.0,0.3,8.0,0.8,0.7176059554,0.72710276
459,40.0,0.3,8.0,0.8,0.7209451742,0.68210804
460,4.0,0.4,8.0,0.8,1.195197878,1.1854506
461,13.0,0.4,8.0,0.8,0.8145722743,0.90436405
462,22.0,0.4,8.0,0.8,0.87970665,0.9276182
463,31.0,0.4,8.0,0.8,0.9458933859,0.94366187
464,40.0,0.4,8.0,0.8,1.01267235,1.0232092
465,4.0,0.5,8.0,0.8,1.428801903,1.3582072
466,13.0,0.5,8.0,0.8,0.9955899978,1.0793266
467,22.0,0.5,8.0,0.8,1.139785551,1.1399971
468,31.0,0.5,8.0,0.8,1.284689579,1.3076246
469,40.0,0.5,8.0,0.8,1.430357708,1.4922658
470,4.0,0.6,8.0,0.8,1.654252461,1.5633917
471,13.0,0.6,8.0,0.8,1.186968275,1.2765139
472,22.0,0.6,8.0,0.8,1.421716749,1.453869
473,31.0,0.6,8.0,0.8,1.65718196,1.710647
474,40.0,0.6,8.0,0.8,1.894091953,1.9320157
475,4.0,0.7,8.0,0.8,1.838987539,1.659688
476,13.0,0.7,8.0,0.8,1.394064295,1.4577556
